terminal_code
Flint Hills-PHX
SilverE-Evstn-UT
HFC-Grand Jct-Rack
HFC-Grand Junct
Suncor-GrandJ
Chv-LV-B-unev
TSO-LV-km
XOM-LV-U
HFC-PHX-km
Sunoco-PHX
TSO-PHX-cj
TSO-PHX-km
SilverE-SLC
TSO-SLC-dsl-ct • SLC-TSO-UCT-NV-31839 612/31/2020 23:59 1.5646 1.5696 • SLC-TSO-UCT-UT-31840 212/31/2020 23:59 1.5646 1.5696 9.0050 9.0050 1.6080 1.6130 TSO-SLC-ub • SLC-TSO-U-NV-306135
Valero-Sparks
• SLC-TSO-U-UT-305666
HFC-Tucson-hep
TSO-Tucson
HFC-LV-unev • LV-HFC-Unev-AZ-200003 812/31/2020 23:59 1.7728 1.7778 3.0100 3.4000 • LV-HFC-Unev-AZ-topt-200 019912/31/2020 23:59 1.7728 1.7778 0.0230 3.0130 3.4030 • LV-HFC-Unev-NV-200003 712/31/2020 23:59 1.7728 1.7778 3.0100 3.4000 • LV-HFC-Unev-UT-58409
Valero-Sparks-ct
HFC-LV-unev • LV-HFC-Unev-AZ-200003 801/01/2021 00:00 1.7728 1.7778 2.0850 2.4850 • LV-HFC-Unev-AZ-topt-200 019901/01/2021 00:00 1.7728 1.7778 1.4080 2.0880 2.4880 • LV-HFC-Unev-NV-200003 701/01/2021 00:00 1.7728 1.7778 2.0850 2.4850 • LV-HFC-Unev-UT-58409
IA-LV
Alon-PHX • PHX-Alon-caljet-23002
IA-PHX
• PHX-Alon-km-76

IA-Reno
HFC-LV-unev • LV-HFC-Unev-AZ-200003 803/04/2022 10:00 4.3261 4.3311 4.0863 4.0202 4.1414 • LV-HFC-Unev-AZ-topt-200 019903/04/2022 10:00 4.3261 4.3311 4.0893 4.0232 4.1444 • LV-HFC-Unev-NV-200003 703/04/2022 10:00 4.3261 4.3311 4.0863 4.0202 4.1414 • LV-HFC-Unev-UT-58409
• LV-HFC-Unev-UT-topt-200 020003/04/2022 10:00 4.3261 4.0893 4.0232 4.1444 IA-LV
TSO-SLC-dsl-ct • SLC-TSO-UCT-NV-31839 603/04/2022 23:59 3.6102 3.6152 • SLC-TSO-UCT-UT-31840 203/04/2022 23:59 3.6102 3.6152 3.6597 3.6647 3.6414 3.6464 TSO-SLC-ub • SLC-TSO-U-NV-306135
HFC-LV-unev • LV-HFC-Unev-AZ-200003 803/04/2022 23:59 4.7415 4.7465 4.3142 4.2425 4.3684 • LV-HFC-Unev-AZ-topt-200 019903/04/2022 23:59 4.7415 4.7465 4.3172 4.2455 4.3714 • LV-HFC-Unev-NV-200003 703/04/2022 23:59 4.7415 4.7465 4.3142 4.2425 4.3684 • LV-HFC-Unev-UT-58409
HFC-LV-unev • LV-HFC-Unev-AZ-200003 803/05/2022 00:00 4.7415 4.7465 4.3142 4.2425 4.3684 • LV-HFC-Unev-AZ-topt-200 019903/05/2022 00:00 4.7415 4.7465 4.3172 4.2455 4.3714 • LV-HFC-Unev-NV-200003 703/05/2022 00:00 4.7415 4.7465 4.3142 4.2425 4.3684 • LV-HFC-Unev-UT-58409
• LV-HFC-Unev-UT-topt-200 020003/04/2022 23:59 4.7415 4.3172 4.2455 4.3714 IA-LV
• LV-HFC-Unev-UT-topt-200 020003/05/2022 00:00 4.7415 4.3172 4.2455 4.3714 IA-LV
• LV-HFC-Unev-UT-topt-200 020003/05/2022 23:59 4.7415 4.3878 4.3226 4.4420 IA-LV
HFC-LV-unev • LV-HFC-Unev-AZ-200003 803/05/2022 23:59 4.7415 4.7465 4.3848 4.3196 4.4390 • LV-HFC-Unev-AZ-topt-200 019903/05/2022 23:59 4.7415 4.7465 4.3878 4.3226 4.4420 • LV-HFC-Unev-NV-200003 703/05/2022 23:59 4.7415 4.7465 4.3848 4.3196 4.4390 • LV-HFC-Unev-UT-58409
HFC-LV-unev • LV-HFC-Unev-AZ-200003 803/06/2022 00:00 4.7415 4.7465 4.3848 4.3196 4.4390 • LV-HFC-Unev-AZ-topt-200 019903/06/2022 00:00 4.7415 4.7465 4.3878 4.3226 4.4420 • LV-HFC-Unev-NV-200003 703/06/2022 00:00 4.7415 4.7465 4.3848 4.3196 4.4390 • LV-HFC-Unev-UT-58409
• LV-HFC-Unev-UT-topt-200 020003/06/2022 00:00 4.7415 4.3878 4.3226 4.4420 IA-LV
HFC-LV-unev • LV-HFC-Unev-AZ-200003 803/07/2022 00:00 4.7415 4.7465 4.3848 4.3196 4.4390 • LV-HFC-Unev-AZ-topt-200 019903/07/2022 00:00 4.7415 4.7465 4.3878 4.3226 4.4420 • LV-HFC-Unev-NV-200003 703/07/2022 00:00 4.7415 4.7465 4.3848 4.3196 4.4390 • LV-HFC-Unev-UT-58409
• LV-HFC-Unev-UT-topt-200 020003/07/2022 00:00 4.7415 4.3878 4.3226 4.4420 IA-LV
HFC-LV-unev • LV-HFC-Unev-AZ-200003 803/07/2022 09:00 4.7415 4.7465 4.3848 4.3196 4.4390 • LV-HFC-Unev-AZ-topt-200 019903/07/2022 09:00 4.7415 4.7465 4.3878 4.3226 4.4420 • LV-HFC-Unev-NV-200003 703/07/2022 09:00 4.7415 4.7465 4.3848 4.3196 4.4390 • LV-HFC-Unev-UT-58409
• LV-HFC-Unev-UT-topt-200 020003/07/2022 09:00 4.7415 4.3878 4.3226 4.4420 IA-LV
HFC-LV-unev • LV-HFC-Unev-AZ-200003 803/07/2022 10:00 4.7415 4.7465 4.3848 4.3196 4.4390 • LV-HFC-Unev-AZ-topt-200 019903/07/2022 10:00 4.7415 4.7465 4.3878 4.3226 4.4420 • LV-HFC-Unev-NV-200003 703/07/2022 10:00 4.7415 4.7465 4.3848 4.3196 4.4390 • LV-HFC-Unev-UT-58409
• LV-HFC-Unev-UT-topt-200 020003/07/2022 10:00 4.7415 4.3878 4.3226 4.4420 IA-LV
TSO-SLC-dsl-ct • SLC-TSO-UCT-NV-31839 603/07/2022 23:59 3.8850 3.8900 • SLC-TSO-UCT-UT-31840 203/07/2022 23:59 3.8850 3.8900 3.9345 3.9395 3.9432 3.9482 TSO-SLC-ub • SLC-TSO-U-NV-306135
HFC-LV-unev • LV-HFC-Unev-AZ-200003 803/07/2022 23:59 4.7415 4.7465 4.6020 4.5420 4.6517 • LV-HFC-Unev-AZ-topt-200 019903/07/2022 23:59 4.7415 4.7465 4.6050 4.5450 4.6547 • LV-HFC-Unev-NV-200003 703/07/2022 23:59 4.7415 4.7465 4.6020 4.5420 4.6517 • LV-HFC-Unev-UT-58409
HFC-LV-unev • LV-HFC-Unev-AZ-200003 803/08/2022 00:00 4.7415 4.7465 4.6020 4.5420 4.6517 • LV-HFC-Unev-AZ-topt-200 019903/08/2022 00:00 4.7415 4.7465 4.6050 4.5450 4.6547 • LV-HFC-Unev-NV-200003 703/08/2022 00:00 4.7415 4.7465 4.6020 4.5420 4.6517 • LV-HFC-Unev-UT-58409
• LV-HFC-Unev-UT-topt-200 020003/07/2022 23:59 4.7415 4.6050 4.5450 4.6547 IA-LV
• LV-HFC-Unev-UT-topt-200 020003/08/2022 00:00 4.7415 4.6050 4.5450 4.6547 IA-LV
HFC-LV-unev • LV-HFC-Unev-AZ-200003 803/08/2022 10:00 4.7415 4.7465 4.6020 4.5420 4.6517 • LV-HFC-Unev-AZ-topt-200 019903/08/2022 10:00 4.7415 4.7465 4.6050 4.5450 4.6547 • LV-HFC-Unev-NV-200003 703/08/2022 10:00 4.7415 4.7465 4.6020 4.5420 4.6517 • LV-HFC-Unev-UT-58409
• LV-HFC-Unev-UT-topt-200 020003/08/2022 10:00 4.7415 4.6050 4.5450 4.6547 IA-LV
HFC-LV-unev • LV-HFC-Unev-AZ-200003 803/08/2022 11:00 4.7415 4.7465 4.6020 4.5420 4.6517 • LV-HFC-Unev-AZ-topt-200 019903/08/2022 11:00 4.7415 4.7465 4.6050 4.5450 4.6547 • LV-HFC-Unev-NV-200003 703/08/2022 11:00 4.7415 4.7465 4.6020 4.5420 4.6517 • LV-HFC-Unev-UT-58409
• LV-HFC-Unev-UT-topt-200 020003/08/2022 11:00 4.7415 4.6050 4.5450 4.6547 IA-LV
TSO-SLC-dsl-ct • SLC-TSO-UCT-NV-31839 603/08/2022 23:59 4.0663 4.0713 • SLC-TSO-UCT-UT-31840 203/08/2022 23:59 4.0663 4.0713 4.1158 4.1208 4.1197 4.1247 TSO-SLC-ub • SLC-TSO-U-NV-306135
HFC-LV-unev • LV-HFC-Unev-AZ-200003 803/08/2022 23:59 4.7415 4.7465 4.6164 4.5576 4.6661 • LV-HFC-Unev-AZ-topt-200 019903/08/2022 23:59 4.7415 4.7465 4.6194 4.5606 4.6691 • LV-HFC-Unev-NV-200003 703/08/2022 23:59 4.7415 4.7465 4.6164 4.5576 4.6661 • LV-HFC-Unev-UT-58409
HFC-LV-unev • LV-HFC-Unev-AZ-200003 803/09/2022 00:00 4.7415 4.7465 4.6164 4.5576 4.6661 • LV-HFC-Unev-AZ-topt-200 019903/09/2022 00:00 4.7415 4.7465 4.6194 4.5606 4.6691 • LV-HFC-Unev-NV-200003 703/09/2022 00:00 4.7415 4.7465 4.6164 4.5576 4.6661 • LV-HFC-Unev-UT-58409
• LV-HFC-Unev-UT-topt-200 020003/08/2022 23:59 4.7415 4.6194 4.5606 4.6691 IA-LV
HFC-LV-unev • LV-HFC-Unev-AZ-200003 803/09/2022 08:00 4.7415 4.7465 4.7457 4.6920 4.8037 • LV-HFC-Unev-AZ-topt-200 019903/09/2022 08:00 4.7415 4.7465 4.7487 4.6950 4.8067 • LV-HFC-Unev-NV-200003 703/09/2022 08:00 4.7415 4.7465 4.7457 4.6920 4.8037 • LV-HFC-Unev-UT-58409
• LV-HFC-Unev-UT-topt-200 020003/09/2022 00:00 4.7415 4.6194 4.5606 4.6691 IA-LV
• LV-HFC-Unev-UT-topt-200 020003/09/2022 08:00 4.7415 4.7487 4.6950 4.8067 IA-LV
HFC-LV-unev • LV-HFC-Unev-AZ-200003 803/09/2022 12:00 4.7415 4.7465 4.7457 4.6920 4.8037 • LV-HFC-Unev-AZ-topt-200 019903/09/2022 12:00 4.7415 4.7465 4.7487 4.6950 4.8067 • LV-HFC-Unev-NV-200003 703/09/2022 12:00 4.7415 4.7465 4.7457 4.6920 4.8037 • LV-HFC-Unev-UT-58409
• LV-HFC-Unev-UT-topt-200 020003/09/2022 12:00 4.7415 4.7487 4.6950 4.8067 IA-LV
HFC-LV-unev • LV-HFC-Unev-AZ-200003 803/09/2022 18:00 4.7415 4.7465 5.0003 4.9325 5.0583 • LV-HFC-Unev-AZ-topt-200 019903/09/2022 18:00 4.7415 4.7465 5.0033 4.9355 5.0613 • LV-HFC-Unev-NV-200003 703/09/2022 18:00 4.7415 4.7465 5.0003 4.9325 5.0583 • LV-HFC-Unev-UT-58409
• LV-HFC-Unev-UT-topt-200 020003/09/2022 18:00 4.7415 5.0033 4.9355 5.0613 IA-LV
TSO-SLC-dsl-ct • SLC-TSO-UCT-NV-31839 603/09/2022 23:59 3.7300 3.7350 • SLC-TSO-UCT-UT-31840 203/09/2022 23:59 3.7300 3.7350 3.7795 3.7845 4.4304 4.4354 TSO-SLC-ub • SLC-TSO-U-NV-306135
HFC-LV-unev • LV-HFC-Unev-AZ-200003 803/10/2022 00:01 4.7415 4.7465 5.0003 4.9325 5.0583 • LV-HFC-Unev-AZ-topt-200 019903/10/2022 00:01 4.7415 4.7465 5.0033 4.9355 5.0613 • LV-HFC-Unev-NV-200003 703/10/2022 00:01 4.7415 4.7465 5.0003 4.9325 5.0583 • LV-HFC-Unev-UT-58409
• LV-HFC-Unev-UT-topt-200 020003/10/2022 00:01 4.7415 5.0033 4.9355 5.0613 IA-LV
HFC-LV-unev • LV-HFC-Unev-AZ-200003 803/10/2022 12:00 4.7415 4.7465 5.0003 4.9325 5.0583 • LV-HFC-Unev-AZ-topt-200 019903/10/2022 12:00 4.7415 4.7465 5.0033 4.9355 5.0613 • LV-HFC-Unev-NV-200003 703/10/2022 12:00 4.7415 4.7465 5.0003 4.9325 5.0583 • LV-HFC-Unev-UT-58409
• LV-HFC-Unev-UT-topt-200 020003/10/2022 12:00 4.7415 5.0033 4.9355 5.0613 IA-LV
TSO-SLC-dsl-ct • SLC-TSO-UCT-NV-31839 603/10/2022 23:59 3.9800 3.9850 • SLC-TSO-UCT-UT-31840 203/10/2022 23:59 3.9800 3.9850 4.0295 4.0345 4.0526 4.0576 TSO-SLC-ub • SLC-TSO-U-NV-306135
HFC-LV-unev • LV-HFC-Unev-AZ-200003 803/10/2022 23:59 5.1193 5.1243 4.9400 4.8500 5.0500 • LV-HFC-Unev-AZ-topt-200 019903/10/2022 23:59 5.1193 5.1243 4.9430 4.8530 5.0530 • LV-HFC-Unev-NV-200003 703/10/2022 23:59 5.1193 5.1243 4.9400 4.8500 5.0500 • LV-HFC-Unev-UT-58409
• LV-HFC-Unev-UT-topt-200 020003/10/2022 23:59 5.1193 4.9430 4.8530 5.0530 IA-LV
TSO-SLC-dsl-ct • SLC-TSO-UCT-NV-31839 603/11/2022 23:59 3.9073 3.9123 • SLC-TSO-UCT-UT-31840 203/11/2022 23:59 3.9073 3.9123 3.9568 3.9618 3.9000 3.9050 TSO-SLC-ub • SLC-TSO-U-NV-306135
HFC-LV-unev • LV-HFC-Unev-AZ-200003 803/11/2022 23:59 4.6021 4.6071 4.7866 4.7276 4.7644 • LV-HFC-Unev-AZ-topt-200 019903/11/2022 23:59 4.6021 4.6071 4.7896 4.7306 4.7674 • LV-HFC-Unev-NV-200003 703/11/2022 23:59 4.6021 4.6071 4.7866 4.7276 4.7644 • LV-HFC-Unev-UT-58409
HFC-LV-unev • LV-HFC-Unev-AZ-200003 803/11/2022 23:59 4.7415 4.7465 4.7866 4.7276 4.8354 • LV-HFC-Unev-AZ-topt-200 019903/11/2022 23:59 4.7415 4.7465 4.7896 4.7306 4.8384 • LV-HFC-Unev-NV-200003 703/11/2022 23:59 4.7415 4.7465 4.7866 4.7276 4.8354 • LV-HFC-Unev-UT-58409
• LV-HFC-Unev-UT-topt-200 020003/11/2022 23:59 4.6021 4.7896 4.7306 4.7674 IA-LV
• LV-HFC-Unev-UT-topt-200 020003/11/2022 23:59 4.7415 4.7896 4.7306 4.8384 IA-LV
• LV-HFC-Unev-UT-topt-200 020003/12/2022 23:59 4.6021 4.7101 4.6511 4.7674 IA-LV
HFC-LV-unev • LV-HFC-Unev-AZ-200003 803/12/2022 23:59 4.6021 4.6071 4.7071 4.6481 4.7644 • LV-HFC-Unev-AZ-topt-200 019903/12/2022 23:59 4.6021 4.6071 4.7101 4.6511 4.7674 • LV-HFC-Unev-NV-200003 703/12/2022 23:59 4.6021 4.6071 4.7071 4.6481 4.7644 • LV-HFC-Unev-UT-58409
HFC-LV-unev • LV-HFC-Unev-AZ-200003 803/12/2022 23:59 4.6849 4.6899 4.7071 4.6481 4.8911 • LV-HFC-Unev-AZ-topt-200 019903/12/2022 23:59 4.6849 4.6899 4.7101 4.6511 4.8941 • LV-HFC-Unev-NV-200003 703/12/2022 23:59 4.6849 4.6899 4.7071 4.6481 4.8911 • LV-HFC-Unev-UT-58409
• LV-HFC-Unev-UT-topt-200 020003/12/2022 23:59 4.6849 4.7101 4.6511 4.8941 IA-LV
• LV-HFC-Unev-UT-topt-200 020003/14/2022 23:59 4.6849 4.8361 4.9678 5.0941 IA-LV
TSO-SLC-dsl-ct • SLC-TSO-UCT-NV-31839 603/14/2022 23:59 3.9375 3.9425 • SLC-TSO-UCT-UT-31840 203/14/2022 23:59 3.9375 3.9425 3.9870 3.9920 3.9693 3.9743 TSO-SLC-ub • SLC-TSO-U-NV-306135
HFC-LV-unev • LV-HFC-Unev-AZ-200003 803/14/2022 23:59 4.6849 4.6899 4.8331 4.9648 5.0911 • LV-HFC-Unev-AZ-topt-200 019903/14/2022 23:59 4.6849 4.6899 4.8361 4.9678 5.0941 • LV-HFC-Unev-NV-200003 703/14/2022 23:59 4.6849 4.6899 4.8331 4.9648 5.0911 • LV-HFC-Unev-UT-58409
HFC-LV-unev • LV-HFC-Unev-AZ-200003 803/14/2022 23:59 4.6849 4.6899 4.8331 4.9648 5.1188 • LV-HFC-Unev-AZ-topt-200 019903/14/2022 23:59 4.6849 4.6899 4.8361 4.9678 5.1218 • LV-HFC-Unev-NV-200003 703/14/2022 23:59 4.6849 4.6899 4.8331 4.9648 5.1188 • LV-HFC-Unev-UT-58409
• LV-HFC-Unev-UT-topt-200 020003/14/2022 23:59 4.6849 4.8361 4.9678 5.1218 IA-LV
• LV-HFC-Unev-UT-topt-200 020003/15/2022 23:59 4.5843 4.8638 4.9978 5.2200 IA-LV
• LV-HFC-Unev-UT-topt-200 020003/15/2022 23:59 4.6849 4.8638 4.9978 5.1218 IA-LV
TSO-SLC-dsl-ct • SLC-TSO-UCT-NV-31839 603/15/2022 23:59 3.8526 3.8576 • SLC-TSO-UCT-UT-31840 203/15/2022 23:59 3.8526 3.8576 3.9021 3.9071 3.8739 3.8789 TSO-SLC-ub • SLC-TSO-U-NV-306135
HFC-LV-unev • LV-HFC-Unev-AZ-200003 803/15/2022 23:59 4.5843 4.5893 4.8608 4.9948 5.2170 • LV-HFC-Unev-AZ-topt-200 019903/15/2022 23:59 4.5843 4.5893 4.8638 4.9978 5.2200 • LV-HFC-Unev-NV-200003 703/15/2022 23:59 4.5843 4.5893 4.8608 4.9948 5.2170 • LV-HFC-Unev-UT-58409
HFC-LV-unev • LV-HFC-Unev-AZ-200003 803/15/2022 23:59 4.6849 4.6899 4.8608 4.9948 5.1188 • LV-HFC-Unev-AZ-topt-200 019903/15/2022 23:59 4.6849 4.6899 4.8638 4.9978 5.1218 • LV-HFC-Unev-NV-200003 703/15/2022 23:59 4.6849 4.6899 4.8608 4.9948 5.1188 • LV-HFC-Unev-UT-58409
• LV-HFC-Unev-UT-topt-200 020003/16/2022 23:59 4.5843 4.9619 5.1172 5.2200 IA-LV
TSO-SLC-dsl-ct • SLC-TSO-UCT-NV-31839 603/16/2022 23:59 3.7934 3.7984 • SLC-TSO-UCT-UT-31840 203/16/2022 23:59 3.7934 3.7984 3.8429 3.8479 3.8224 3.8274 TSO-SLC-ub • SLC-TSO-U-NV-306135
HFC-LV-unev • LV-HFC-Unev-AZ-200003 803/16/2022 23:59 4.4146 4.4196 4.9589 5.1142 5.2762 • LV-HFC-Unev-AZ-topt-200 019903/16/2022 23:59 4.4146 4.4196 4.9619 5.1172 5.2792 • LV-HFC-Unev-NV-200003 703/16/2022 23:59 4.4146 4.4196 4.9589 5.1142 5.2762 • LV-HFC-Unev-UT-58409
HFC-LV-unev • LV-HFC-Unev-AZ-200003 803/16/2022 23:59 4.5843 4.5893 4.9589 5.1142 5.2170 • LV-HFC-Unev-AZ-topt-200 019903/16/2022 23:59 4.5843 4.5893 4.9619 5.1172 5.2200 • LV-HFC-Unev-NV-200003 703/16/2022 23:59 4.5843 4.5893 4.9589 5.1142 5.2170 • LV-HFC-Unev-UT-58409
• LV-HFC-Unev-UT-topt-200 020003/16/2022 23:59 4.4146 4.9619 5.1172 5.2792 IA-LV
• LV-HFC-Unev-UT-topt-200 020003/17/2022 23:59 4.4146 4.9730 5.0830 5.2792 IA-LV
TSO-SLC-dsl-ct • SLC-TSO-UCT-NV-31839 603/17/2022 23:59 3.8025 3.8075 • SLC-TSO-UCT-UT-31840 203/17/2022 23:59 3.8025 3.8075 3.8520 3.8570 3.8468 3.8518 TSO-SLC-ub • SLC-TSO-U-NV-306135
HFC-LV-unev • LV-HFC-Unev-AZ-200003 803/17/2022 23:59 4.4146 4.4196 4.9700 5.0800 5.2762 • LV-HFC-Unev-AZ-topt-200 019903/17/2022 23:59 4.4146 4.4196 4.9730 5.0830 5.2792 • LV-HFC-Unev-NV-200003 703/17/2022 23:59 4.4146 4.4196 4.9700 5.0800 5.2762 • LV-HFC-Unev-UT-58409
HFC-LV-unev • LV-HFC-Unev-AZ-200003 803/17/2022 23:59 4.4463 4.4513 4.9700 5.0800 5.2475 • LV-HFC-Unev-AZ-topt-200 019903/17/2022 23:59 4.4463 4.4513 4.9730 5.0830 5.2505 • LV-HFC-Unev-NV-200003 703/17/2022 23:59 4.4463 4.4513 4.9700 5.0800 5.2475 • LV-HFC-Unev-UT-58409
• LV-HFC-Unev-UT-topt-200 020003/17/2022 23:59 4.4463 4.9730 5.0830 5.2505 IA-LV
TSO-SLC-dsl-ct • SLC-TSO-UCT-NV-31839 603/18/2022 23:59 3.8988 3.9038 • SLC-TSO-UCT-UT-31840 203/18/2022 23:59 3.8988 3.9038 3.9483 3.9533 3.9668 3.9718 TSO-SLC-ub • SLC-TSO-U-NV-306135
HFC-LV-unev • LV-HFC-Unev-AZ-200003 803/18/2022 23:59 4.4463 4.4513 4.9895 5.1176 5.2475 • LV-HFC-Unev-AZ-topt-200 019903/18/2022 23:59 4.4463 4.4513 4.9925 5.1206 5.2505 • LV-HFC-Unev-NV-200003 703/18/2022 23:59 4.4463 4.4513 4.9895 5.1176 5.2475 • LV-HFC-Unev-UT-58409
HFC-LV-unev • LV-HFC-Unev-AZ-200003 803/18/2022 23:59 4.7978 4.8028 4.9895 5.1176 5.4265 • LV-HFC-Unev-AZ-topt-200 019903/18/2022 23:59 4.7978 4.8028 4.9925 5.1206 5.4295 • LV-HFC-Unev-NV-200003 703/18/2022 23:59 4.7978 4.8028 4.9895 5.1176 5.4265 • LV-HFC-Unev-UT-58409
• LV-HFC-Unev-UT-topt-200 020003/18/2022 23:59 4.4463 4.9925 5.1206 5.2505 IA-LV
• LV-HFC-Unev-UT-topt-200 020003/18/2022 23:59 4.7978 4.9925 5.1206 5.4295 IA-LV
• LV-HFC-Unev-UT-topt-200 020003/19/2022 23:59 4.7978 5.1714 5.3066 5.4295 IA-LV
HFC-LV-unev • LV-HFC-Unev-AZ-200003 803/19/2022 23:59 4.7978 4.8028 5.1684 5.3036 5.4265 • LV-HFC-Unev-AZ-topt-200 019903/19/2022 23:59 4.7978 4.8028 5.1714 5.3066 5.4295 • LV-HFC-Unev-NV-200003 703/19/2022 23:59 4.7978 4.8028 5.1684 5.3036 5.4265 • LV-HFC-Unev-UT-58409
HFC-LV-unev • LV-HFC-Unev-AZ-200003 803/19/2022 23:59 4.8111 4.8161 5.1684 5.3036 5.4517 • LV-HFC-Unev-AZ-topt-200 019903/19/2022 23:59 4.8111 4.8161 5.1714 5.3066 5.4547 • LV-HFC-Unev-NV-200003 703/19/2022 23:59 4.8111 4.8161 5.1684 5.3036 5.4517 • LV-HFC-Unev-UT-58409
• LV-HFC-Unev-UT-topt-200 020003/19/2022 23:59 4.8111 5.1714 5.3066 5.4547 IA-LV
TSO-SLC-dsl-ct • SLC-TSO-UCT-NV-31839 603/22/2022 23:59 3.9608 3.9658 • SLC-TSO-UCT-UT-31840 203/22/2022 23:59 3.9608 3.9658 4.0103 4.0153 4.0036 4.0086 TSO-SLC-ub • SLC-TSO-U-NV-306135
TSO-SLC-dsl-ct • SLC-TSO-UCT-NV-31839 603/21/2022 23:59 3.9608 3.9658 • SLC-TSO-UCT-UT-31840 203/21/2022 23:59 3.9608 3.9658 4.0103 4.0153 4.0036 4.0086 TSO-SLC-ub • SLC-TSO-U-NV-306135
HFC-LV-unev • LV-HFC-Unev-AZ-200003 803/21/2022 23:59 4.8111 4.8161 5.1981 5.3100 5.4517 • LV-HFC-Unev-AZ-topt-200 019903/21/2022 23:59 4.8111 4.8161 5.2011 5.3130 5.4547 • LV-HFC-Unev-NV-200003 703/21/2022 23:59 4.8111 4.8161 5.1981 5.3100 5.4517 • LV-HFC-Unev-UT-58409
• LV-HFC-Unev-UT-topt-200 020003/21/2022 23:59 4.8111 5.2011 5.3130 5.4547 IA-LV
TSO-SLC-dsl-ct • SLC-TSO-UCT-NV-31839 603/22/2022 23:59 4.1034 4.1084 • SLC-TSO-UCT-UT-31840 203/22/2022 23:59 4.1034 4.1084 4.1529 4.1579 4.1519 4.1569 TSO-SLC-ub • SLC-TSO-U-NV-306135
HFC-LV-unev • LV-HFC-Unev-AZ-200003 803/22/2022 23:59 4.8111 4.8161 5.1600 5.2700 5.4517 • LV-HFC-Unev-AZ-topt-200 019903/22/2022 23:59 4.8111 4.8161 5.1630 5.2730 5.4547 • LV-HFC-Unev-NV-200003 703/22/2022 23:59 4.8111 4.8161 5.1600 5.2700 5.4517 • LV-HFC-Unev-UT-58409
HFC-LV-unev • LV-HFC-Unev-AZ-200003 803/22/2022 23:59 4.9026 4.9076 5.1600 5.2700 5.4231 • LV-HFC-Unev-AZ-topt-200 019903/22/2022 23:59 4.9026 4.9076 5.1630 5.2730 5.4261 • LV-HFC-Unev-NV-200003 703/22/2022 23:59 4.9026 4.9076 5.1600 5.2700 5.4231 • LV-HFC-Unev-UT-58409
• LV-HFC-Unev-UT-topt-200 020003/22/2022 23:59 4.8111 5.1630 5.2730 5.4547 IA-LV
• LV-HFC-Unev-UT-topt-200 020003/22/2022 23:59 4.9026 5.1630 5.2730 5.4261 IA-LV
TSO-SLC-dsl-ct • SLC-TSO-UCT-NV-31839 603/23/2022 23:59 4.1410 4.1460 • SLC-TSO-UCT-UT-31840 203/23/2022 23:59 4.1410 4.1460 4.1905 4.1955 4.2094 4.2144 TSO-SLC-ub • SLC-TSO-U-NV-306135
HFC-LV-unev • LV-HFC-Unev-AZ-200003 803/23/2022 23:59 4.9026 4.9076 4.1800 4.2900 4.4731 • LV-HFC-Unev-AZ-topt-200 019903/23/2022 23:59 4.9026 4.9076 4.1830 4.2930 4.4761 • LV-HFC-Unev-NV-200003 703/23/2022 23:59 4.9026 4.9076 4.1800 4.2900 4.4731 • LV-HFC-Unev-UT-58409
• LV-HFC-Unev-UT-topt-200 020003/23/2022 23:59 4.9026 4.1830 4.2930 4.4761 IA-LV
TSO-SLC-dsl-ct • SLC-TSO-UCT-NV-31839 603/24/2022 23:59 4.3519 4.3569 • SLC-TSO-UCT-UT-31840 203/24/2022 23:59 4.3519 4.3569 4.4014 4.4064 4.4110 4.4160 TSO-SLC-ub • SLC-TSO-U-NV-306135
HFC-LV-unev • LV-HFC-Unev-AZ-200003 803/24/2022 23:59 5.0308 5.0358 4.2090 4.3458 4.4670 • LV-HFC-Unev-AZ-topt-200 019903/24/2022 23:59 5.0308 5.0358 4.2120 4.3488 4.4700 • LV-HFC-Unev-NV-200003 703/24/2022 23:59 5.0308 5.0358 4.2090 4.3458 4.4670 • LV-HFC-Unev-UT-58409
HFC-LV-unev • LV-HFC-Unev-AZ-200003 803/24/2022 23:59 5.2210 5.2260 4.2090 4.3458 4.5701 • LV-HFC-Unev-AZ-topt-200 019903/24/2022 23:59 5.2210 5.2260 4.2120 4.3488 4.5731 • LV-HFC-Unev-NV-200003 703/24/2022 23:59 5.2210 5.2260 4.2090 4.3458 4.5701 • LV-HFC-Unev-UT-58409
• LV-HFC-Unev-UT-topt-200 020003/24/2022 23:59 5.0308 4.2120 4.3488 4.4700 IA-LV
• LV-HFC-Unev-UT-topt-200 020003/24/2022 23:59 5.2210 4.2120 4.3488 4.5731 IA-LV
TSO-SLC-dsl-ct • SLC-TSO-UCT-NV-31839 603/25/2022 23:59 4.3577 4.3627 • SLC-TSO-UCT-UT-31840 203/25/2022 23:59 4.3577 4.3627 4.4072 4.4122 4.4189 4.4239 TSO-SLC-ub • SLC-TSO-U-NV-306135
HFC-LV-unev • LV-HFC-Unev-AZ-200003 803/25/2022 23:59 5.1728 5.1778 4.3100 4.4200 4.5450 • LV-HFC-Unev-AZ-topt-200 019903/25/2022 23:59 5.1728 5.1778 4.3130 4.4230 4.5480 • LV-HFC-Unev-NV-200003 703/25/2022 23:59 5.1728 5.1778 4.3100 4.4200 4.5450 • LV-HFC-Unev-UT-58409
