Supplier,Location,Product,Terminal,Brand
Tartan,,Winter Red ULSD x 2 ,,
Valero,Kinder Morgan,UB ULSD,Las Vegas NV,
Valero,Kinder Morgan,UB ULSDDY,Las Vegas NV,
Valero,Kinder Morgan,UBCN87E10,Las Vegas NV,
Valero,Kinder Morgan,UBCN89E10,Las Vegas NV,
Valero,Kinder Morgan,UBCN91E10,Las Vegas NV,
Valero,Pro Petroleum,UB ULSD,Las Vegas NV,
Valero,Pro Petroleum,UB ULSDDY,Las Vegas NV,
Valero,Pro Petroleum,UB ULSDWD,Las Vegas NV,
Valero,Pro Petroleum,UBCN87E10,Las Vegas NV,
Valero,Pro Petroleum,UBCN89E10,Las Vegas NV,
Valero,Pro Petroleum,UBCN91E10,Las Vegas NV,
